scientific_name,author,year,bibliography,image_url,family,genus,plant_wiki,plant_id
Premna corymbosa,Rottl. & Willd.,1803.0,Neue Schriften Ges. Naturf. Freunde Berlin 4: 187 (1803),https://d2seqvvyy3b8p2.cloudfront.net/f634d8213ad44d2ea676ab2585a56ce7.jpg,Lamiaceae,Premna,https://en.wikipedia.org/wiki/Premna,221
Phaleria octandra,(L.) Baill.,1875.0,Adansonia 11: 321 (1875),https://d2seqvvyy3b8p2.cloudfront.net/2caa2bbcb85194c12b173e3534ad41c8.jpg,Thymelaeaceae,Phaleria,https://en.wikipedia.org/wiki/Phaleria_octandra,222
Echium bonnetii,Coincy,1902.0,"Bull. Herb. Boissier, sér. 2, 2: 748 (1902)",https://bs.plantnet.org/image/o/e9e94f3b9fce2ac7f954e4943973038a53de5a06,Boraginaceae,Echium,https://en.wikipedia.org/wiki/Echium,223
Noaea mucronata,(Forssk.) Asch. & Schweinf.,1887.0,Ill. Fl. Égypte: 131 (1887),https://bs.plantnet.org/image/o/c8606b094a0752498d8eaf68af8a5e0a83a3813a,Amaranthaceae,Noaea,https://en.wikipedia.org/wiki/Noaea,224
Vicia lutea,L.,1753.0,Sp. pl. 2:736.  1753,https://bs.plantnet.org/image/o/40309e8f7e2a4f1904d5ad27651182515f585a7a,Fabaceae,Vicia,https://en.wikipedia.org/wiki/Vicia_lutea,225
Rumex crispus,L.,1753.0,Sp. Pl.: 335 (1753),https://bs.plantnet.org/image/o/6a6ef17a9d39da5969cb33bcd6030afafd514952,Polygonaceae,Rumex,https://en.wikipedia.org/wiki/Rumex_crispus,226
Spermacoce remota,Lam.,1792.0,Tabl. encycl. 1:273.  1792,https://bs.plantnet.org/image/o/10ddd726d3a50e73ed72e3b3ce3efcca06a472a1,Rubiaceae,Spermacoce,https://en.wikipedia.org/wiki/Spermacoce_remota,227
Platystemon californicus,Benth.,1835.0,"Trans. Hort. Soc. London, ser. 2, 1: 405 (1834 publ. 1835)",https://bs.plantnet.org/image/o/2134c3f69eaa9e725923bf00d3cf10c42e707a3a,Papaveraceae,Platystemon,https://en.wikipedia.org/wiki/Platystemon,228
Micromeria benthamii,Webb & Berthel.,1845.0,Hist. Nat. Iles Canaries 3(2; 3): 77 (1845),https://d2seqvvyy3b8p2.cloudfront.net/a82d46e172d509dfaec3f41fc899f233.jpg,Lamiaceae,Micromeria,https://en.wikipedia.org/wiki/Micromeria,229
Orchis simia,Lam.,1779.0,Fl. Franç. 3: 507 (1779),https://bs.plantnet.org/image/o/636eb0dcc3d95c07bf2d665ed607296e12a40673,Orchidaceae,Orchis,https://en.wikipedia.org/wiki/Orchis_simia,230
Anthurium grandifolium,(Jacq.) Kunth,1841.0,Enum. Pl. 3: 7 (1841),https://bs.plantnet.org/image/o/f6e4d6966964175f1fe19e89261bbf365475c6ec,Araceae,Anthurium,https://en.wikipedia.org/wiki/List_of_Anthurium_species,231
Vachellia farnesiana,(L.) Wight & Arn.,1834.0,Prodr. Fl. Ind. Orient.: 272 (1834),https://bs.floristic.org/image/o/d3d8082dddb34aac48f4bc02e3479995847a538b,Fabaceae,Vachellia,https://en.wikipedia.org/wiki/Vachellia_farnesiana,232
Ceodes brunoniana,(Endl.) Skottsb.,1926.0,Acta Horti Gothob. 2: 231 (1926),https://bs.plantnet.org/image/o/67d8c5957663350d6893aacc3a89248797580ad1,Nyctaginaceae,Ceodes,https://en.wikipedia.org/wiki/Ceodes,233
Marcus-kochia littorea,(L.) Al-Shehbaz,2014.0,Harvard Pap. Bot. 19: 57 (2014),https://bs.plantnet.org/image/o/b46eeb7bb1f6407a51cc8373405e951b8f16cacd,Brassicaceae,Marcus-kochia,,234
Biscutella auriculata,L.,1753.0,Sp. pl. 2:652.  1753,https://bs.plantnet.org/image/o/8e616ae0f829725cd0e4c19ba64de5d14f95c3e1,Brassicaceae,Biscutella,https://en.wikipedia.org/wiki/Flora_of_Lebanon,235
Dichapetalum timoriense,(DC.) Boerl.,1890.0,Handl. Fl. Ned. Ind. 1: 199 (1890),https://d2seqvvyy3b8p2.cloudfront.net/e4c5e52b69e8177f9f7cadd71d62ccfb.jpg,Dichapetalaceae,Dichapetalum,https://en.wikipedia.org/wiki/List_of_endemic_and_threatened_plants_of_India,236
Leucothrinax morrisii,(H.Wendl.) C.Lewis & Zona,2008.0,Palms (1999+) 52: 87 (2008),https://bs.plantnet.org/image/o/42e733cfe7c388979be5aa83fcc8f67435d8e9f8,Arecaceae,Leucothrinax,https://en.wikipedia.org/wiki/Leucothrinax,237
Weinmannia fraxinea,(D.Don) Sm. ex Miq.,1856.0,Fl. Ned. Ind. 1: 718 (1856),https://d2seqvvyy3b8p2.cloudfront.net/bbb3e5ef3e1acfce236a4ab1e0213fe4.jpg,Cunoniaceae,Weinmannia,https://en.wikipedia.org/wiki/Weinmannia_fraxinea,238
Pseuderanthemum carruthersii,(Seem.) Guillaumin,1948.0,"Ann. Mus. Colon. Marseille, sér. 6, 5-6: 48 (1948)",https://bs.plantnet.org/image/o/f1003bc9041bc0bbec77797ceaeba981cc0823d4,Acanthaceae,Pseuderanthemum,https://en.wikipedia.org/wiki/Pseuderanthemum_carruthersii,239
Sasa veitchii,(Carrière) Rehder,1919.0,J. Arnold Arbor. 1: 58 (1919),https://bs.plantnet.org/image/o/c689cc353c39a5dcdeb240c360b1c966a98cb935,Poaceae,Sasa,https://en.wikipedia.org/wiki/Sasa_veitchii,240
Crateva religiosa,G.Forst.,1786.0,Fl. Ins. Austr.: 35 (1786),https://d2seqvvyy3b8p2.cloudfront.net/d1cde6b2b65fe8e97c460ad94e30ddaa.jpg,Capparaceae,Crateva,https://en.wikipedia.org/wiki/Crateva_religiosa,241
Helicia serrata,(R.Br.) Blume,1834.0,"Ann. Sci. Nat., Bot., sér. 2, 1: 215 (1834)",https://d2seqvvyy3b8p2.cloudfront.net/4dce1ceb0ef63ab7984104dd168b333a.jpg,Proteaceae,Helicia,https://en.wikipedia.org/wiki/Helicia,242
Festuca rubra,L.,1753.0,Sp. pl. 1:74.  1753,https://bs.plantnet.org/image/o/0b932c8a275efc79f473a71bec20d6f15e9b6b90,Poaceae,Festuca,https://en.wikipedia.org/wiki/Festuca_rubra,243
Chionanthus ramiflorus,Roxb.,1820.0,Fl. Ind. 1: 106 (1820),https://bs.plantnet.org/image/o/61bbe8f757129a9383a473236dc07eb5be5a3ccc,Oleaceae,Chionanthus,https://en.wikipedia.org/wiki/Chionanthus_ramiflorus,244
Dioscorea pentaphylla,L.,1753.0,Sp. Pl.: 1032 (1753),https://d2seqvvyy3b8p2.cloudfront.net/1bdd44eaccaf0fc9312048e9bde5bf37.jpg,Dioscoreaceae,Dioscorea,https://en.wikipedia.org/wiki/Dioscorea_pentaphylla,245
Gliricidia sepium,(Jacq.) Steud.,1841.0,"Nomencl. Bot., ed. 2, 1: 688 (1841)",https://bs.plantnet.org/image/o/d97053ee8be11ff4920e00f776daf185499c0021,Fabaceae,Gliricidia,https://en.wikipedia.org/wiki/Gliricidia_sepium,246
Gladiolus rehmannii,Baker,1892.0,Handb. Irid.: 216 (1892),https://d2seqvvyy3b8p2.cloudfront.net/138e21337a35ac306c9a67a529a344f4.jpg,Iridaceae,Gladiolus,https://en.wikipedia.org/wiki/Gladiolus,247
Heteropogon contortus,Beauv. ex Roem. & Schult.,1817.0,Syst. veg. 2:836.  1817,https://storage.googleapis.com/powop-assets/PPA/2101_2125/h2116a_fullsize.jpg,Poaceae,Heteropogon,https://en.wikipedia.org/wiki/Heteropogon_contortus,248
Paronychia argentea,Lam.,1779.0,Fl. Franç. 3: 230 (1779),https://bs.plantnet.org/image/o/9db2015c755c50c411038b84191757ef547992d8,Caryophyllaceae,Paronychia,https://en.wikipedia.org/wiki/Paronychia_argentea,249
Strychnos minor,Dennst.,1818.0,Schlüssel Hortus Malab.: 33 (1818),https://d2seqvvyy3b8p2.cloudfront.net/719dbdf10f5b03fe9f54fc37736cb8d4.jpg,Loganiaceae,Strychnos,https://en.wikipedia.org/wiki/Bacotoma,250
Dioscorea cordata,(L.) Raz,2016.0,Phytotaxa 258: 31 (2016),https://d2seqvvyy3b8p2.cloudfront.net/a5496e196d207d64cb6c6453c5437e2d.jpg,Dioscoreaceae,Dioscorea,https://en.wikipedia.org/wiki/Luzuriaga_(plant),251
Annona reticulata,L.,1753.0,Sp. Pl.: 537 (1753),https://bs.plantnet.org/image/o/77f6238e714b0223625c356669891e798b2ea997,Annonaceae,Annona,https://en.wikipedia.org/wiki/Annona_reticulata,252
Ixora coccinea,L.,1753.0,Sp. Pl.: 110 (1753),https://bs.plantnet.org/image/o/e095d9204cc9476dd3276cfc9f5b5c4c1f35ef71,Rubiaceae,Ixora,https://en.wikipedia.org/wiki/Ixora_coccinea,253
Alyxia reinwardtii,Blume,1823.0,Catalogus: 43 (1823),https://d2seqvvyy3b8p2.cloudfront.net/0719b2cda7d4acecb4cbd5ab7bdcee70.jpg,Apocynaceae,Alyxia,https://en.wikipedia.org/wiki/Alyxia,254
Passiflora andersonii,DC.,1828.0,Prodr. 3: 326 (1828),https://d2seqvvyy3b8p2.cloudfront.net/b98d011bf55a5718294e64965d3bf7ae.jpg,Passifloraceae,Passiflora,https://en.wikipedia.org/wiki/Passiflora,255
Hymenophyllum holochilum,(Bosch) C.Chr.,1905.0,Index Filic.: 362 (1905),https://d2seqvvyy3b8p2.cloudfront.net/287fc8184490589358b628705ccbdcfe.jpg,Hymenophyllaceae,Hymenophyllum,https://en.wikipedia.org/wiki/List_of_Dendrobium_species,256
Lathyrus annuus,L.,1753.0,Demonstr. Pl.: 20 (1753),https://bs.plantnet.org/image/o/69c58c7a3de8613de34b8f22457c82726fa31e56,Fabaceae,Lathyrus,https://en.wikipedia.org/wiki/Lathyrus,257
Cyrtococcum patens,(L.) A.Camus,1921.0,Bull. Mus. Natl. Hist. Nat. 27: 118 (1921),https://d2seqvvyy3b8p2.cloudfront.net/2c6d63055e874d1e147419f82df24721.jpg,Poaceae,Cyrtococcum,https://en.wikipedia.org/wiki/Cyrtococcum,258
Salvia verbenaca,L.,1753.0,Sp. Pl.: 25 (1753),https://bs.plantnet.org/image/o/de2b14a980edf775ec88f22113a9c1e7ab9c54a9,Lamiaceae,Salvia,https://en.wikipedia.org/wiki/Salvia_verbenaca,259
Miliusa horsfieldii,(Benn.) Baill. ex Pierre,1881.0,Fl. Forest. Cochinch.: t. 38 (1881),https://d2seqvvyy3b8p2.cloudfront.net/a85ebdaa8564f831668b9defe7fd3f33.jpg,Annonaceae,Miliusa,https://en.wikipedia.org/wiki/Miliusa_horsfieldii,260
Trichosanthes cucumerina,L.,1753.0,Sp. Pl.: 1008 (1753),https://bs.plantnet.org/image/o/9a8239795fdc9a9486883cc653b834a04345d238,Cucurbitaceae,Trichosanthes,https://en.wikipedia.org/wiki/Trichosanthes_cucumerina,261
Dioscorea bulbifera,L.,1753.0,Sp. Pl.: 1033 (1753),https://bs.plantnet.org/image/o/10bd8565957d17243a9a87333ad079d5405c83fb,Dioscoreaceae,Dioscorea,https://en.wikipedia.org/wiki/Dioscorea_bulbifera,262
Paspalum blodgettii,Chapm.,1860.0,Fl. South. U.S.: 571 (1860),https://d2seqvvyy3b8p2.cloudfront.net/7e6bb17b773dc369b41ebce86cc0c6ea.jpg,Poaceae,Paspalum,https://en.wikipedia.org/wiki/Paspalum,263
Montia fontana,L.,1753.0,Sp. Pl.: 87 (1753),https://bs.plantnet.org/image/o/9625af64889d1079017039b66a3c7d27fcc66942,Montiaceae,Montia,https://en.wikipedia.org/wiki/Montia_fontana,264
Dipteris conjugata,Reinw.,1824.0,Syll. Pl. Nov. 2: 3 (1824),https://bs.plantnet.org/image/o/54ae5307659c2952a7b5b6e4739ea47818b109bd,Dipteridaceae,Dipteris,https://en.wikipedia.org/wiki/Dipteris_conjugata,265
Echium webbii,Coincy,1903.0,"Bull. Herb. Boissier, sér. 2, 3: 270 (1903)",https://bs.plantnet.org/image/o/5ac1507b44fd6126b09b71806ad966aed2642bd7,Boraginaceae,Echium,https://en.wikipedia.org/wiki/Echium_webbii,266
Taraxacum gilliesii,Hook. & Arn.,1835.0,Companion Bot. Mag. 1: 31 (1835),https://d2seqvvyy3b8p2.cloudfront.net/01fa7af90c531a2e7856c806b99001a1.jpg,Asteraceae,Taraxacum,https://en.wikipedia.org/wiki/John_Gillies_(botanist),267
Poa pratensis,L.,1753.0,Sp. Pl.: 67 (1753),https://bs.plantnet.org/image/o/6e25db3d223a2e7b26a3c762c4861ab5fb9010ac,Poaceae,Poa,https://en.wikipedia.org/wiki/Poa_pratensis,268
Populus tremula,L.,1753.0,Sp. Pl.: 1034 (1753),https://bs.plantnet.org/image/o/f3449aef992de448dcfd4242f94f62780727ae77,Salicaceae,Populus,https://en.wikipedia.org/wiki/Populus_tremula,269
Azadirachta indica,A.Juss.,1831.0,Mém. Mus. Hist. Nat. 19: 221 (1830 publ. 1831),https://bs.plantnet.org/image/o/03730c6ead6dfa0cfd67265be22d94ab4e555f91,Meliaceae,Azadirachta,https://en.wikipedia.org/wiki/Azadirachta_indica,270
Alstonia scholaris,(L.) R.Br.,1810.0,Asclepiadeae: 64 (1810),https://bs.plantnet.org/image/o/7cca9b5ea1970c703d8a4f316c13d082a0ee11fb,Apocynaceae,Alstonia,https://en.wikipedia.org/wiki/Alstonia_scholaris,271
Allium neapolitanum,Cirillo,1788.0,Pl. Rar. Neapol. 1: 13 (1788),https://bs.plantnet.org/image/o/c50018bbb761fed13cdd35f81f37c0e2a8200ae0,Amaryllidaceae,Allium,https://en.wikipedia.org/wiki/Allium_neapolitanum,272
Nephrolepis biserrata,(Sw.) Schott,1834.0,Gen. Fil. ad t. 3 (1834),https://bs.plantnet.org/image/o/12bc2ce34a31bfc2dc9f5bb244fb8900f1f00972,Polypodiaceae,Nephrolepis,https://en.wikipedia.org/wiki/Nephrolepis_biserrata,273
Solanum opacum,A.Braun & C.D.Bouché,1853.0,"Index Seminum (B, Berolinensis) 1853: 18 (1853)",https://bs.plantnet.org/image/o/cfaecfa52bdf614c235c8903caf5956e37eae7e5,Solanaceae,Solanum,https://en.wikipedia.org/wiki/Solanum_opacum,274
Tectaria decurrens,(C.Presl) Copel.,1907.0,Leafl. Philipp. Bot. 1: 234. (1907),https://d2seqvvyy3b8p2.cloudfront.net/8f1e1d688b48856b1079ca423707d3de.jpg,Polypodiaceae,Tectaria,https://en.wikipedia.org/wiki/Tectaria,275
Leontodon longirostris,(Finch & P.D.Sell) Talavera,1982.0,", Cent. 1: 37 (1982)",https://d2seqvvyy3b8p2.cloudfront.net/a069fbc813cd871c5a77d94d264528ea.jpg,Asteraceae,Leontodon,https://en.wikipedia.org/wiki/Flora_of_Lebanon,276
Chrysophyllum cainito,L.,1753.0,Sp. Pl.: 192 (1753),https://bs.plantnet.org/image/o/baa41a794efc88690ae4b6bdf6adca978f69d6f4,Sapotaceae,Chrysophyllum,https://en.wikipedia.org/wiki/Chrysophyllum_cainito,277
Cordia dichotoma,G.Forst.,1786.0,Fl. Ins. Austr.: 18 (1786),https://bs.plantnet.org/image/o/3c5a0bea21ae57ae7a8949dba438ad53e2fef9d9,Boraginaceae,Cordia,https://en.wikipedia.org/wiki/Cordia_dichotoma,278
Solanum torvum,Sw.,1788.0,Prodr. Veg. Ind. Occ.: 47 (1788),https://bs.plantnet.org/image/o/1ed30fb8838feaa311c872dc32abd4579bdc323e,Solanaceae,Solanum,https://en.wikipedia.org/wiki/Solanum_torvum,279
Cyperus planifolius,Rich.,1792.0,Actes Soc. Hist. Nat. Paris 1: 106 (1792),https://d2seqvvyy3b8p2.cloudfront.net/d12b145c95d1c762f4d8aac75883b050.jpg,Cyperaceae,Cyperus,,280
Pterocarpus indicus,Willd.,1802.0,Sp. pl. 3(2):904.  1802,https://bs.plantnet.org/image/o/2f21d009b977f0cc4a739dce7b04ab8b937a748b,Fabaceae,Pterocarpus,https://en.wikipedia.org/wiki/Pterocarpus_indicus,281
Litsea glutinosa,(Lour.) C.B.Rob.,1911.0,"Philipp. J. Sci., C 6: 321 (1911)",https://d2seqvvyy3b8p2.cloudfront.net/cdb3d7d210d4b790b51b329ef1cb09c2.jpg,Lauraceae,Litsea,https://en.wikipedia.org/wiki/Litsea_glutinosa,282
Randia aculeata,L.,1753.0,Sp. Pl.: 1192 (1753),https://bs.plantnet.org/image/o/17ad713c26ed2e94f573d39590d32028a5024114,Rubiaceae,Randia,https://en.wikipedia.org/wiki/Randia_aculeata,283
Chromolaena odorata,(L.) R.M.King & H.Rob.,1970.0,Phytologia 20: 204 (1970),https://d2seqvvyy3b8p2.cloudfront.net/0ea7e69a652c0acc02126fbfe57f5674.jpg,Asteraceae,Chromolaena,https://en.wikipedia.org/wiki/Chromolaena_odorata,284
Hedypnois rhagadioloides,(L.) F.W.Schmidt,1795.0,Samml. Phys. Aufsätze Böhm. Naturgesch. 1: 279 (1795),https://bs.plantnet.org/image/o/563b4beea975aecc8e7eff9bc8d739d8eca09064,Asteraceae,Hedypnois,https://en.wikipedia.org/wiki/Hedypnois_rhagadioloides,285
Erodium laciniatum,Willd.,1800.0,Sp. pl. 3(1):633.  1800,https://bs.plantnet.org/image/o/4367feda3603241b7249554747b8bd94d085c77d,Geraniaceae,Erodium,https://en.wikipedia.org/wiki/Erodium,286
Tapeinidium moluccanum,(Blume) C.Chr.,1929.0,Gard. Bull. Straits Settlem. 4: 399 (1929),https://d2seqvvyy3b8p2.cloudfront.net/46508e40c97d8780c72e75c4e764769e.jpg,Lindsaeaceae,Tapeinidium,https://en.wikipedia.org/wiki/Tapeinidium,287
Galium setaceum,Lam.,1788.0,Encycl. 2: 584 (1788),https://bs.plantnet.org/image/o/28e8be597e0e837a5fafc0e095a738874d34ec0b,Rubiaceae,Galium,https://en.wikipedia.org/wiki/List_of_Galium_species,288
Pinanga coronata,(Blume ex Mart.) Blume,1839.0,Rumphia 2: 83 (1839),https://storage.googleapis.com/powop-assets/palmweb/palm_tc_156393_1_fullsize.jpg,Arecaceae,Pinanga,https://en.wikipedia.org/wiki/Pinanga,289
Alternanthera brasiliana,(L.) Kuntze,1891.0,Revis. Gen. Pl. 2: 537 (1891),https://bs.plantnet.org/image/o/7c3bc6805623d513bebd574e7cd3ca8d0360242d,Amaranthaceae,Alternanthera,https://en.wikipedia.org/wiki/Alternanthera_brasiliana,290
Eleocharis pellucida,J.Presl & C.Presl,1828.0,Reliq. Haenk. 1: 196 (1828),https://d2seqvvyy3b8p2.cloudfront.net/fb02d18fb2905804d7ee09a5adab3ac0.jpg,Cyperaceae,Eleocharis,https://en.wikipedia.org/wiki/Eleocharis,291
Vicia hirsuta,(L.) Gray,1822.0,Nat. Arr. Brit. Pl. 2: 614 (1821 publ. 1822),https://bs.plantnet.org/image/o/bdbe5e2819eb72f47621b64491674215c868ee14,Fabaceae,Vicia,https://en.wikipedia.org/wiki/Vicia_hirsuta,292
Fimbristylis dichotoma,(L.) Vahl,1805.0,Enum. Pl. Obs. 2: 287 (1805),https://storage.googleapis.com/powop-assets/PPA/2201_2225/h2212a_fullsize.jpg,Cyperaceae,Fimbristylis,https://en.wikipedia.org/wiki/Fimbristylis_dichotoma,293
Juncus hybridus,Brot.,1804.0,Fl. Lusit. 1: 513 (1804),https://bs.plantnet.org/image/o/02a9071fdbff6df09dd8a78c7eb5b0c8db96950e,Juncaceae,Juncus,https://en.wikipedia.org/wiki/Juncus,294
Freycinetia demissa,Benn.,1838.0,"J.J.Bennett & R.Brown, Pl. Jav. Rar. 1: 34 (1838)",https://d2seqvvyy3b8p2.cloudfront.net/d7e4025f92ed7f64a0e542e520cbdf07.jpg,Pandanaceae,Freycinetia,,295
Bikkia tetrandra,(L.f.) A.Rich.,1830.0,Mém. Rubiac.: 151 (1830),https://d2seqvvyy3b8p2.cloudfront.net/9854cee815aa8a2df32e40f8a72218f0.jpg,Rubiaceae,Bikkia,https://en.wikipedia.org/wiki/Bikkia_tetrandra,296
Selaginella substipitata,Spring,1843.0,"Bull. Acad. Roy. Sci. Bruxelles 10, pt. 1: 227 (1843)",https://d2seqvvyy3b8p2.cloudfront.net/0aa0546f90d8136f96b5a520506974c2.jpg,Selaginellaceae,Selaginella,https://en.wikipedia.org/wiki/Selaginella_substipitata,297
Crocus thomasii,Ten.,1826.0,Mem. Crochi: 12 (1826),https://d2seqvvyy3b8p2.cloudfront.net/a6fbbbfc0ef37764d05d24d85b2519fc.jpg,Iridaceae,Crocus,https://en.wikipedia.org/wiki/Crocus,298
Torenia crustacea,(L.) Cham. & Schltdl.,1827.0,Linnaea 2: 570 (1827),https://d2seqvvyy3b8p2.cloudfront.net/db6bed44079f2692d8a4666cf67ca317.jpg,Linderniaceae,Torenia,https://en.wikipedia.org/wiki/Torenia,299
Crataegus pentagyna,Waldst. & Kit. ex Willd.,1799.0,"Sp. Pl., ed. 4, 2: 1006 (1799)",https://d2seqvvyy3b8p2.cloudfront.net/31b67a8dca54a53d84a6237f304af67c.jpg,Rosaceae,Crataegus,https://en.wikipedia.org/wiki/Crataegus_pentagyna,300
Xanthophyllum vitellinum,(Blume) D.Dietr.,1840.0,Syn. Pl. 2: 1277 (1840),https://d2seqvvyy3b8p2.cloudfront.net/bd78aea846b3d43de387aecaabf97596.jpg,Polygalaceae,Xanthophyllum,https://en.wikipedia.org/wiki/Xanthophyllum_vitellinum,301
Nepeta argolica,Bory & Chaub.,1832.0,"Expéd. Sci. Morée, Bot. 3(2): 163 (1832)",https://d2seqvvyy3b8p2.cloudfront.net/30769621c0f69f9d6debb6a4dc63f3c9.jpg,Lamiaceae,Nepeta,https://en.wikipedia.org/wiki/Nepeta,302
Ximenia americana,L.,1753.0,Sp. pl. 2:1193.  1753,https://bs.plantnet.org/image/o/e9a7d2b69f470f1c6967f2ea013996b9c64c4603,Olacaceae,Ximenia,https://en.wikipedia.org/wiki/Ximenia_americana,303
Leea guineensis,G.Don,1831.0,Gen. hist. 1:712.  1831,https://bs.plantnet.org/image/o/d6be91c0db455d5872e3de9d208e04408b4ce6a9,Vitaceae,Leea,https://en.wikipedia.org/wiki/Leea,304
Eleocharis geniculata,(L.) Roem. & Schult.,1817.0,"Syst. Veg., ed. 15 bis 2: 150 (1817)",https://d2seqvvyy3b8p2.cloudfront.net/4310c2d06702e3e8e72bba127e76b15a.jpg,Cyperaceae,Eleocharis,https://en.wikipedia.org/wiki/Eleocharis_geniculata,305
Ficus fistulosa,Reinw. ex Blume,1825.0,Bijdr. Fl. Ned. Ind.: 470 (1825),https://d2seqvvyy3b8p2.cloudfront.net/60246a0d6922442fa387b3c8fd6ad65d.jpg,Moraceae,Ficus,https://en.wikipedia.org/wiki/Ficus_fistulosa,306
Asphodelus ramosus,L.,1753.0,Sp. Pl.: 310 (1753),https://bs.plantnet.org/image/o/48752493264c2709afcca2af142c604fb0f829ec,Asphodelaceae,Asphodelus,https://en.wikipedia.org/wiki/Asphodelus_ramosus,307
Intsia bijuga,(Colebr.) Kuntze,1891.0,Revis. Gen. Pl. 1: 192 (1891),https://bs.plantnet.org/image/o/3be01fd6774bfd7a47f7129ec05fcc4b819f8b0d,Fabaceae,Intsia,https://en.wikipedia.org/wiki/Intsia_bijuga,308
Dracophyllum fitzgeraldii,C.Moore & F.Muell.,1869.0,"F.J.H.von Mueller, Fragm. 7: 27 (1869)",https://d2seqvvyy3b8p2.cloudfront.net/3f9e691f120284790d3a642368ba05b6.jpg,Ericaceae,Dracophyllum,https://en.wikipedia.org/wiki/Dracophyllum_fitzgeraldii,309
Araucaria columnaris,(G.Forst.) Hook.,1852.0,Bot. Mag. 78: t. 4635 (1852),https://bs.plantnet.org/image/o/b49457c5076ebb2038f95f71fb632cc7e3aa742d,Araucariaceae,Araucaria,https://en.wikipedia.org/wiki/Araucaria_columnaris,310
Arisarum vulgare,O.Targ.Tozz.,1810.0,Ann. Mus. Imp. Fis. Firenze 2(2): 67 (1810),https://bs.plantnet.org/image/o/ec5753810e28bf1ebe2ace2add58798f5fac9985,Araceae,Arisarum,https://en.wikipedia.org/wiki/Arisarum_vulgare,311
Malvaviscus arboreus,Dill. ex Cav.,1787.0,"Diss. 3: t. 48, f. 1 (1787)",https://bs.plantnet.org/image/o/8d868785e920864ffffcb2a9ea7490ca179b4cbc,Malvaceae,Malvaviscus,https://en.wikipedia.org/wiki/Malvaviscus_arboreus,312
Nertera granadensis,(Mutis ex L.f.) Druce,1917.0,Bot. Soc. Exch. Club Brit. Isles 4: 637 (1917),https://d2seqvvyy3b8p2.cloudfront.net/359f6d2bc86432d6ba81cd4e471715cf.jpg,Rubiaceae,Nertera,https://en.wikipedia.org/wiki/Nertera_granadensis,313
Petitia domingensis,Jacq.,1760.0,Enum. Syst. Pl.: 12 (1760),https://bs.plantnet.org/image/o/c08a5823a8398044238d8533bd7a980e627d8e49,Lamiaceae,Petitia,https://en.wikipedia.org/wiki/Petitia,314
Tillandsia utriculata,L.,1753.0,Sp. Pl.: 286 (1753),https://bs.plantnet.org/image/o/08ff26d5df9f6724107494c49ec9268adb361169,Bromeliaceae,Tillandsia,https://en.wikipedia.org/wiki/Tillandsia_utriculata,315
Poa trivialis,L.,1753.0,Sp. Pl.: 67 (1753),https://bs.plantnet.org/image/o/8e4f8472f36f36175a8d2fca4723059699f9d46e,Poaceae,Poa,https://en.wikipedia.org/wiki/Poa_trivialis,316
Paspalum repens,P.J.Bergius,1772.0,Acta Helv. Phys.-Math. 7: 129 (1772),https://d2seqvvyy3b8p2.cloudfront.net/e67f37517a5d7f22cf4b6937c206543e.jpg,Poaceae,Paspalum,https://en.wikipedia.org/wiki/Paspalum_repens,317
Anthurium palmatum,(L.) Schott,1829.0,Wiener Z. Kunst 3: 828 (1829),https://d2seqvvyy3b8p2.cloudfront.net/92024c2160cdffaacfa8c61f776bbd1f.jpg,Araceae,Anthurium,https://en.wikipedia.org/wiki/Anthidium_palmarum,318
Bauhinia purpurea,L.,1753.0,Sp. Pl.: 375 (1753),https://bs.plantnet.org/image/o/76beb7f82dcb0b364830d4399f19edd69168afee,Fabaceae,Bauhinia,https://en.wikipedia.org/wiki/Bauhinia_purpurea,319
Rhopalostylis baueri,(Hook.f.) H.Wendl. & Drude,1875.0,Linnaea 39: 234 (1875),https://bs.plantnet.org/image/o/4eac9787bc188766c770034023573c97dbf6ce85,Arecaceae,Rhopalostylis,https://en.wikipedia.org/wiki/Rhopalostylis_baueri,320
Melastoma malabathricum,L.,1753.0,Sp. Pl.: 390 (1753),https://bs.plantnet.org/image/o/3a1767bf2103e93802b199828e6781092d674258,Melastomataceae,Melastoma,https://en.wikipedia.org/wiki/Melastoma_malabathricum,321
Fimbristylis ferruginea,(L.) Vahl,1805.0,Enum. Pl. Obs. 2: 291 (1805),https://storage.googleapis.com/powop-assets/fwta/v3p2/322-01_fullsize.jpg,Cyperaceae,Fimbristylis,https://en.wikipedia.org/wiki/Fimbristylis_ferruginea,322
Pittosporum arborescens,Rich ex A.Gray,1854.0,"U.S. Expl. Exped., Phan. 1: 223 (1854)",https://d2seqvvyy3b8p2.cloudfront.net/aea17628a9706563760caa02c2f2e854.jpg,Pittosporaceae,Pittosporum,https://en.wikipedia.org/wiki/Pittosporum,323
Picrasma javanica,Blume,1825.0,Bijdr. Fl. Ned. Ind.: 248 (1825),https://d2seqvvyy3b8p2.cloudfront.net/4571f96f1c5e9d66ee430360d3c0e3ac.jpg,Simaroubaceae,Picrasma,https://en.wikipedia.org/wiki/Picrasma_javanica,324
Carex gmelinii,Hook. & Arn.,1832.0,Bot. Beechey Voy.: 118 (1832),https://d2seqvvyy3b8p2.cloudfront.net/56e6a1c378b24f1002b0290bd0cf384d.jpg,Cyperaceae,Carex,https://en.wikipedia.org/wiki/List_of_Carex_species,325
